Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP006744,Female,Yes,2,Graduate,Yes,5759,5080,187.0,120,0.0,Urban,Y
LP006745,Female,No,3+,Graduate,Yes,7206,5464,77.0,360,0.0,Semiurban,Y
LP006746,Male,No,0,Graduate,No,12277,4722,108.0,360,0.0,Urban,Y
LP006747,Male,Yes,0,Graduate,No,2010,8207,192.0,360,0.0,Semiurban,Y
LP006748,Male,Yes,3+,Graduate,Yes,9461,4611,164.0,360,0.0,Urban,N
LP006749,Female,Yes,0,Not Graduate,Yes,10246,6409,140.0,360,0.0,Urban,Y
LP006750,Female,Yes,0,Not Graduate,Yes,13397,8114,264.0,360,0.0,Rural,Y
LP006751,Male,Yes,0,Graduate,Yes,8284,6703,343.0,360,0.0,Semiurban,N
LP006752,Male,Yes,2,Not Graduate,No,10998,2782,285.0,360,0.0,Semiurban,Y
LP006753,Male,No,0,Graduate,Yes,12834,6859,392.0,360,0.0,Semiurban,N
LP006754,Male,No,1,Not Graduate,No,6993,6163,81.0,360,0.0,Semiurban,N
LP006755,Male,Yes,1,Graduate,Yes,1758,1823,108.0,360,0.0,Urban,N
LP006756,,Yes,0,Graduate,Yes,8088,4923,91.0,180,0.0,Semiurban,N
LP006757,Male,Yes,0,Graduate,Yes,10916,8202,189.0,360,0.0,Semiurban,Y
LP006758,Male,No,2,Graduate,No,3165,5139,192.0,360,1.0,Urban,N
LP006759,Male,No,2,Graduate,Yes,11095,8470,95.0,180,1.0,Urban,N
LP006760,Male,No,0,Graduate,Yes,3365,5666,384.0,360,0.0,Semiurban,Y
LP006761,Male,Yes,0,Graduate,Yes,2265,5520,177.0,360,0.0,Urban,Y
LP006762,Male,No,2,Graduate,No,9756,6921,349.0,360,,Rural,Y
LP006763,Female,Yes,3+,Graduate,Yes,4949,2085,232.0,360,0.0,Rural,Y
LP006764,Female,Yes,0,Not Graduate,Yes,4205,5069,28.0,360,1.0,Urban,N
LP006765,Male,Yes,1,Graduate,Yes,7265,1106,22.0,360,1.0,Semiurban,N
LP006766,Female,Yes,0,Graduate,No,6474,8223,388.0,360,1.0,Rural,Y
LP006767,Male,Yes,0,Graduate,Yes,1695,8928,328.0,360,0.0,Rural,N
LP006768,Male,Yes,0,Not Graduate,Yes,2883,1848,189.0,360,0.0,Urban,Y
LP006769,Male,Yes,2,Graduate,Yes,3935,3608,166.0,360,0.0,Urban,N
LP006770,Male,Yes,1,Not Graduate,Yes,13852,8107,25.0,360,0.0,Urban,Y
LP006771,Female,Yes,3+,Graduate,Yes,2950,2677,190.0,360,0.0,Semiurban,N
LP006772,Male,Yes,2,Graduate,Yes,9914,293,99.0,360,0.0,Urban,N
LP006773,Male,Yes,3+,Graduate,Yes,9424,3196,311.0,360,0.0,Semiurban,N
LP006774,Male,Yes,0,Graduate,Yes,8558,1571,243.0,360,0.0,Semiurban,N
LP006775,Male,Yes,0,Graduate,Yes,8816,6566,371.0,360,0.0,Rural,Y
LP006776,Male,No,3+,Graduate,Yes,7128,268,314.0,360,0.0,Urban,Y
LP006777,,Yes,2,Graduate,No,1941,7073,62.0,360,0.0,Urban,N
LP006778,Male,Yes,3+,Not Graduate,Yes,11129,9339,264.0,360,,Rural,Y
LP006779,Male,Yes,0,Graduate,Yes,12879,3342,69.0,360,0.0,Urban,N
LP006780,Female,No,0,Graduate,Yes,14690,5177,314.0,360,1.0,Rural,Y
LP006781,Male,No,2,Graduate,Yes,3867,879,149.0,360,0.0,Urban,Y
LP006782,Male,Yes,0,Graduate,Yes,6365,58,271.0,360,1.0,Rural,Y
LP006783,Male,Yes,1,Graduate,No,10574,3891,184.0,360,1.0,Semiurban,Y
LP006784,Male,No,1,Not Graduate,Yes,8659,216,120.0,360,0.0,Urban,Y
LP006785,Male,No,0,Not Graduate,Yes,1950,5700,390.0,360,0.0,Semiurban,N
LP006786,Male,No,0,Graduate,Yes,8539,7649,294.0,360,0.0,Rural,Y
LP006787,Female,No,0,Not Graduate,Yes,6698,6246,88.0,360,1.0,Urban,Y
LP006788,Male,No,0,Graduate,Yes,10434,7978,63.0,360,0.0,Urban,N
LP006789,Female,Yes,2,Graduate,Yes,8786,6384,169.0,120,0.0,Semiurban,Y
LP006790,Female,Yes,0,Graduate,Yes,11236,4956,154.0,360,0.0,Rural,Y
LP006791,Male,Yes,0,Graduate,Yes,4850,733,337.0,360,1.0,Urban,N
LP006792,Male,No,3+,Graduate,No,4329,5950,364.0,360,1.0,Urban,N
LP006793,Male,Yes,1,Graduate,Yes,4113,5348,237.0,360,0.0,Urban,Y
LP006794,Female,No,0,Graduate,Yes,3415,5571,167.0,360,0.0,Urban,Y
LP006795,Female,Yes,2,Not Graduate,Yes,8712,7074,145.0,360,0.0,Urban,N
LP006796,Male,Yes,3+,Graduate,No,10940,2421,268.0,360,0.0,Semiurban,Y
LP006797,Male,No,0,Not Graduate,Yes,2027,3377,73.0,360,0.0,Semiurban,N
LP006798,Male,Yes,1,Graduate,No,6319,8565,351.0,360,0.0,Semiurban,N
LP006799,Female,Yes,2,Graduate,Yes,9379,7104,242.0,360,0.0,Semiurban,N
LP006800,Female,Yes,0,Not Graduate,Yes,9932,6783,228.0,360,1.0,Urban,N
LP006801,Male,Yes,2,Graduate,Yes,11834,111,163.0,360,0.0,Semiurban,Y
LP006802,Male,Yes,3+,Graduate,Yes,10056,8485,332.0,360,1.0,Semiurban,Y
LP006803,Male,Yes,3+,Graduate,Yes,2708,2469,339.0,360,0.0,Rural,Y
LP006804,Male,Yes,0,Graduate,Yes,14947,2198,157.0,360,0.0,Semiurban,Y
LP006805,Female,No,0,Graduate,,5620,5293,374.0,360,0.0,Urban,Y
LP006806,Male,No,3+,Graduate,Yes,12057,7581,244.0,240,1.0,Semiurban,Y
LP006807,Male,Yes,1,Not Graduate,No,7976,8359,121.0,360,0.0,Urban,Y
LP006808,Male,No,0,Graduate,Yes,4461,69,118.0,360,0.0,Rural,Y
LP006809,Female,Yes,2,Graduate,Yes,14349,5956,326.0,120,1.0,Semiurban,Y
LP006810,Male,Yes,0,Graduate,No,6276,9617,302.0,360,1.0,Semiurban,Y
LP006811,Male,Yes,0,Graduate,Yes,11839,6074,110.0,360,,Semiurban,Y
LP006812,Male,No,3+,Graduate,Yes,3917,2572,316.0,360,0.0,Urban,N
LP006813,Female,No,0,Graduate,Yes,3116,1654,393.0,360,0.0,Semiurban,N
LP006814,Female,Yes,0,Graduate,No,10727,2259,223.0,120,1.0,Semiurban,N
LP006815,Male,Yes,0,Not Graduate,Yes,10411,101,257.0,360,0.0,Urban,N
LP006816,Male,Yes,2,Graduate,Yes,6182,5908,116.0,360,0.0,Semiurban,Y
LP006817,Male,Yes,0,Not Graduate,Yes,10665,9923,140.0,360,0.0,Rural,N
LP006818,Male,Yes,1,Graduate,Yes,8325,5708,136.0,360,0.0,Urban,N
LP006819,Male,Yes,2,Graduate,Yes,3346,1361,85.0,360,0.0,Urban,Y
LP006820,Female,No,3+,Graduate,Yes,2871,8524,150.0,120,0.0,Rural,N
LP006821,Male,Yes,0,Not Graduate,Yes,2966,3260,286.0,180,0.0,Urban,Y
LP006822,Female,No,3+,Graduate,No,10382,1122,335.0,360,0.0,Urban,Y
LP006823,Male,No,0,Not Graduate,Yes,1587,1957,111.0,360,1.0,Semiurban,Y
LP006824,Male,Yes,2,Not Graduate,Yes,4012,8651,96.0,360,0.0,Semiurban,N
LP006825,Male,No,1,Not Graduate,Yes,13540,9409,257.0,360,0.0,Rural,Y
LP006826,Male,No,0,Graduate,Yes,10185,6698,271.0,360,,Urban,Y
LP006827,Male,Yes,2,Not Graduate,Yes,2745,4985,246.0,360,0.0,Rural,Y
LP006828,Male,Yes,0,Not Graduate,Yes,7616,6779,379.0,360,0.0,Urban,N
LP006829,Male,No,0,Graduate,Yes,10833,930,339.0,360,1.0,Semiurban,Y
LP006830,Male,Yes,0,Not Graduate,Yes,5731,8502,160.0,360,0.0,Urban,N
LP006831,Male,Yes,2,Not Graduate,Yes,2477,2889,73.0,240,0.0,Semiurban,Y
LP006832,Female,Yes,0,Graduate,Yes,11926,5959,159.0,360,1.0,Rural,Y
LP006833,Male,No,0,Graduate,No,10233,7139,165.0,360,0.0,Urban,Y
LP006834,,No,0,Graduate,Yes,8222,1758,293.0,360,0.0,Urban,Y
LP006835,Male,No,1,Graduate,Yes,14717,8081,164.0,120,1.0,Semiurban,N
LP006836,Male,Yes,1,Graduate,Yes,11094,4341,186.0,360,0.0,Semiurban,Y
LP006837,Male,Yes,0,Graduate,Yes,10502,8146,105.0,360,1.0,Urban,Y
LP006838,Female,Yes,0,Graduate,Yes,6007,471,160.0,360,0.0,Rural,Y
LP006839,Male,No,1,Graduate,Yes,4992,4417,64.0,360,0.0,Semiurban,Y
LP006840,Male,Yes,2,Not Graduate,No,14004,3180,147.0,360,0.0,Urban,N
LP006841,Male,Yes,2,Graduate,Yes,6425,7816,377.0,360,0.0,Rural,Y
LP006842,Male,Yes,3+,Not Graduate,Yes,2633,1144,136.0,360,0.0,Urban,Y
LP006843,Male,Yes,0,Graduate,Yes,14072,98,166.0,360,0.0,Rural,N
LP006844,Male,No,3+,Not Graduate,Yes,6365,3649,166.0,360,,Urban,N
LP006845,Male,No,0,Not Graduate,Yes,9269,493,40.0,360,1.0,Urban,Y
LP006846,Female,No,3+,Graduate,Yes,10260,2157,43.0,360,,Semiurban,Y
LP006847,Male,Yes,0,Graduate,Yes,4500,4579,177.0,360,0.0,Semiurban,Y
LP006848,Male,No,1,Graduate,Yes,11013,2177,,360,0.0,Semiurban,Y
LP006849,Male,No,0,Not Graduate,Yes,9166,9615,129.0,360,1.0,Urban,N
LP006850,Male,Yes,0,Not Graduate,Yes,8204,8697,78.0,360,0.0,Urban,Y
LP006851,Male,No,3+,Graduate,Yes,12436,6912,36.0,360,1.0,Semiurban,Y
LP006852,Male,Yes,2,Graduate,Yes,14317,8552,323.0,240,,Rural,N
LP006853,Female,No,3+,Graduate,Yes,8865,8345,74.0,120,0.0,Semiurban,Y
LP006854,Female,No,2,Graduate,Yes,13270,8107,156.0,360,0.0,Urban,N
LP006855,Female,No,1,Not Graduate,Yes,8132,532,96.0,360,0.0,Semiurban,Y
LP006856,Male,Yes,0,Graduate,Yes,3267,5666,289.0,360,1.0,Semiurban,Y
LP006857,Male,Yes,3+,Not Graduate,Yes,3574,2357,199.0,240,0.0,Urban,Y
LP006858,Male,Yes,1,Not Graduate,Yes,11735,6779,104.0,360,1.0,Semiurban,Y
LP006859,Male,Yes,2,Not Graduate,Yes,2641,1969,319.0,360,1.0,Semiurban,Y
LP006860,Male,No,1,Graduate,Yes,2577,4971,158.0,180,0.0,Urban,Y
LP006861,Male,No,1,Graduate,Yes,6099,7171,326.0,240,0.0,Semiurban,Y
LP006862,Male,No,3+,Graduate,Yes,7620,634,189.0,360,0.0,Semiurban,Y
LP006863,Male,Yes,0,Not Graduate,Yes,9843,2601,261.0,360,0.0,Rural,Y
LP006864,Male,No,0,Graduate,Yes,6332,1192,83.0,180,0.0,Semiurban,N
LP006865,Male,No,0,Graduate,Yes,10170,8928,259.0,180,0.0,Semiurban,Y
LP006866,Male,No,2,Not Graduate,,12925,9400,114.0,360,1.0,Urban,N
LP006867,Male,Yes,0,Graduate,Yes,3185,5804,165.0,120,1.0,Semiurban,N
LP006868,Male,Yes,0,Graduate,Yes,4991,607,395.0,360,0.0,Urban,N
LP006869,Male,Yes,0,Graduate,Yes,2871,6421,68.0,360,0.0,Urban,N
LP006870,Female,Yes,1,Graduate,Yes,6959,5258,164.0,360,0.0,Urban,Y
LP006871,Male,Yes,1,Graduate,Yes,13592,3065,278.0,360,0.0,Semiurban,Y
LP006872,Male,No,0,Graduate,,14637,7866,178.0,360,0.0,Semiurban,Y
LP006873,Male,Yes,3+,Not Graduate,Yes,12293,7253,236.0,360,0.0,Semiurban,Y
LP006874,Male,Yes,3+,Not Graduate,Yes,4923,4326,322.0,360,0.0,Semiurban,Y
LP006875,Female,Yes,0,Graduate,Yes,11388,5570,36.0,240,0.0,Semiurban,Y
LP006876,Male,No,2,Not Graduate,Yes,13349,2037,100.0,360,1.0,Urban,Y
LP006877,Male,No,1,Graduate,No,5476,2185,203.0,360,0.0,Semiurban,N
LP006878,Female,No,0,Graduate,Yes,2898,9188,302.0,180,,Urban,Y
LP006879,Male,Yes,0,Not Graduate,Yes,13672,7505,90.0,360,0.0,Semiurban,Y
LP006880,Male,Yes,1,Graduate,Yes,6861,1179,109.0,360,0.0,Urban,Y
LP006881,Male,No,1,Graduate,Yes,2901,4702,216.0,360,0.0,Semiurban,Y
LP006882,Male,Yes,0,Graduate,Yes,11400,6935,149.0,240,0.0,Semiurban,N
LP006883,Male,Yes,3+,Graduate,No,2912,9524,99.0,360,0.0,Semiurban,Y
LP006884,Male,Yes,1,Graduate,Yes,7930,2744,384.0,360,0.0,Urban,Y
LP006885,Female,Yes,2,Not Graduate,No,4730,2260,222.0,240,0.0,Semiurban,N
LP006886,Male,No,0,Graduate,,9021,6120,250.0,360,1.0,Semiurban,Y
LP006887,Male,Yes,1,Not Graduate,Yes,7349,3498,106.0,240,,Urban,N
LP006888,Male,Yes,0,Graduate,Yes,12194,3413,246.0,360,0.0,Urban,Y
LP006889,Female,Yes,1,Graduate,Yes,7556,5478,25.0,360,0.0,Urban,Y
LP006890,Female,Yes,2,Graduate,Yes,6222,5798,376.0,360,0.0,Semiurban,Y
LP006891,Male,Yes,2,Graduate,Yes,9609,8097,244.0,360,0.0,Urban,N
LP006892,Male,No,0,Not Graduate,No,2764,205,165.0,360,0.0,Urban,N
LP006893,Male,Yes,2,Graduate,Yes,3759,5380,74.0,360,,Urban,N
LP006894,Male,Yes,3+,Graduate,Yes,1862,1809,86.0,360,,Semiurban,Y
LP006895,Male,Yes,2,Graduate,Yes,12337,9091,204.0,120,0.0,Urban,N
LP006896,Male,Yes,0,Graduate,Yes,7776,8939,166.0,360,0.0,Rural,Y
LP006897,Male,Yes,2,Graduate,Yes,11224,6942,93.0,360,0.0,Urban,Y
LP006898,Female,Yes,0,Graduate,Yes,7920,9953,158.0,360,0.0,Urban,Y
LP006899,Male,No,3+,Graduate,Yes,6884,2296,243.0,360,0.0,Semiurban,N
LP006900,Female,No,1,Graduate,Yes,8248,4928,251.0,360,0.0,Rural,Y
LP006901,Male,Yes,0,Not Graduate,No,14444,9923,202.0,360,0.0,Rural,N
LP006902,Male,Yes,0,Graduate,Yes,11075,5149,115.0,240,0.0,Urban,N
LP006903,Male,No,0,Not Graduate,Yes,9331,3998,361.0,360,0.0,Urban,Y
LP006904,Male,No,3+,Graduate,Yes,2166,5934,267.0,360,0.0,Semiurban,Y
LP006905,Male,Yes,0,Graduate,Yes,4312,938,151.0,360,0.0,Urban,N
LP006906,Male,No,1,Graduate,Yes,3975,5250,32.0,360,1.0,Semiurban,Y
LP006907,Male,No,3+,Graduate,Yes,8473,4555,89.0,360,0.0,Semiurban,Y
LP006908,Male,No,0,Graduate,Yes,4600,6538,368.0,360,0.0,Semiurban,Y
LP006909,Male,Yes,1,Graduate,Yes,4901,7695,275.0,360,0.0,Rural,Y
LP006910,Male,Yes,1,Graduate,Yes,6515,6556,207.0,360,0.0,Urban,Y
LP006911,Male,Yes,1,Not Graduate,Yes,12797,2164,108.0,360,,Semiurban,N
LP006912,Male,No,0,Not Graduate,,4051,5268,338.0,360,1.0,Semiurban,Y
LP006913,Female,Yes,0,Not Graduate,Yes,13591,6252,335.0,360,0.0,Semiurban,Y
LP006914,Male,Yes,2,Graduate,Yes,3651,6121,173.0,360,0.0,Semiurban,Y
LP006915,Male,No,3+,Graduate,Yes,8137,2873,169.0,360,0.0,Rural,Y
LP006916,Male,No,0,Graduate,Yes,1887,1450,349.0,360,1.0,Rural,N
LP006917,Male,No,0,Graduate,Yes,7364,5105,151.0,360,0.0,Semiurban,Y
LP006918,Female,No,0,Graduate,Yes,14692,5636,,360,0.0,Semiurban,Y
LP006919,Male,No,3+,Graduate,Yes,4661,1203,266.0,360,0.0,Semiurban,Y
LP006920,Male,Yes,0,Graduate,,3880,7052,82.0,120,1.0,Semiurban,N
LP006921,Male,No,3+,Not Graduate,Yes,10068,4491,189.0,360,0.0,Urban,Y
LP006922,Male,No,0,Not Graduate,Yes,5835,3024,321.0,360,0.0,Semiurban,N
LP006923,Female,Yes,3+,Graduate,Yes,13969,6144,255.0,360,0.0,Semiurban,N
LP006924,Male,Yes,1,Graduate,Yes,2780,2055,308.0,360,0.0,Semiurban,N
LP006925,Male,No,2,Not Graduate,No,2243,2191,142.0,360,0.0,Urban,Y
LP006926,Male,Yes,0,Graduate,Yes,8856,9870,289.0,360,1.0,Semiurban,Y
LP006927,Male,No,2,Graduate,Yes,14628,7832,27.0,360,0.0,Semiurban,Y
LP006928,Male,Yes,0,Graduate,Yes,4986,9857,237.0,360,0.0,Urban,Y
LP006929,Male,Yes,0,Graduate,No,9523,4728,361.0,240,0.0,Semiurban,N
LP006930,Male,Yes,0,Graduate,Yes,2568,5690,193.0,360,1.0,Semiurban,Y
LP006931,Female,Yes,3+,Not Graduate,No,10700,4824,145.0,360,0.0,Rural,Y
LP006932,Male,No,2,Graduate,Yes,8471,3011,334.0,360,0.0,Urban,N
LP006933,Male,Yes,1,Graduate,No,14385,7619,335.0,360,0.0,Urban,Y
LP006934,Male,Yes,1,Graduate,No,14804,8435,68.0,240,1.0,Urban,Y
LP006935,Female,Yes,0,Not Graduate,Yes,13988,8331,355.0,360,0.0,Rural,N
LP006936,Male,Yes,3+,Graduate,Yes,9026,2448,255.0,360,0.0,Semiurban,Y
LP006937,Male,Yes,2,Graduate,Yes,10034,724,368.0,360,0.0,Semiurban,N
LP006938,Male,No,2,Graduate,No,12975,9756,336.0,360,0.0,Urban,Y
LP006939,Male,Yes,1,Graduate,No,2130,103,275.0,360,0.0,Semiurban,Y
LP006940,Male,Yes,3+,Graduate,Yes,1797,4047,135.0,360,0.0,Semiurban,Y
LP006941,Male,Yes,3+,Graduate,Yes,9648,62,298.0,360,1.0,Rural,Y
LP006942,Male,Yes,2,Not Graduate,Yes,10389,2062,104.0,360,0.0,Urban,Y
LP006943,Male,Yes,0,Not Graduate,Yes,6816,3565,139.0,360,1.0,Rural,Y
LP006944,Male,Yes,2,Graduate,Yes,3005,9738,69.0,180,0.0,Urban,Y
LP006945,Female,No,1,Graduate,Yes,12452,6584,183.0,180,0.0,Urban,Y
LP006946,Female,No,0,Graduate,No,14717,6668,167.0,360,1.0,Rural,N
LP006947,Male,No,0,Not Graduate,,4325,4822,62.0,360,0.0,Semiurban,N
LP006948,Male,Yes,1,Graduate,Yes,10070,4833,155.0,360,0.0,Rural,Y
LP006949,Male,Yes,1,Not Graduate,Yes,12487,3646,265.0,360,1.0,Rural,Y
LP006950,Male,Yes,1,Graduate,No,10397,9982,237.0,360,,Semiurban,N
LP006951,Female,No,0,Not Graduate,Yes,3914,129,300.0,360,0.0,Urban,Y
LP006952,Male,No,2,Not Graduate,Yes,7156,3015,391.0,360,0.0,Semiurban,Y
LP006953,Male,Yes,1,Not Graduate,Yes,10462,7669,253.0,360,0.0,Semiurban,N
LP006954,Male,Yes,0,Graduate,Yes,13693,5290,282.0,360,1.0,Semiurban,Y
LP006955,Male,No,0,Graduate,Yes,10786,926,134.0,360,0.0,Semiurban,Y
LP006956,Male,No,3+,Graduate,Yes,6647,1980,361.0,360,0.0,Rural,Y
LP006957,Male,No,2,Graduate,Yes,13156,5525,208.0,360,1.0,Rural,N
LP006958,Male,No,0,Graduate,Yes,13286,9917,216.0,360,0.0,Semiurban,Y
LP006959,Male,No,3+,Graduate,No,5944,1819,57.0,120,0.0,Semiurban,Y
LP006960,Male,Yes,0,Graduate,Yes,14929,5107,31.0,360,0.0,Semiurban,Y
LP006961,Female,No,3+,Graduate,Yes,9047,4783,143.0,360,0.0,Semiurban,Y
LP006962,Male,No,0,Graduate,Yes,10923,2895,63.0,360,0.0,Rural,Y
LP006963,Female,No,0,Graduate,Yes,2946,1756,328.0,360,0.0,Semiurban,Y
LP006964,Male,Yes,1,Graduate,Yes,13880,2327,33.0,360,0.0,Rural,N
LP006965,Male,Yes,0,Graduate,Yes,3902,3196,367.0,360,1.0,Semiurban,N
LP006966,Male,Yes,1,Not Graduate,Yes,7142,3653,71.0,360,,Semiurban,N
LP006967,Female,Yes,2,Graduate,Yes,3326,6254,264.0,240,,Semiurban,Y
LP006968,Female,No,3+,Graduate,Yes,9418,4259,199.0,360,0.0,Semiurban,Y
LP006969,Male,Yes,1,Graduate,No,5347,414,321.0,120,1.0,Semiurban,Y
LP006970,Female,Yes,1,Graduate,,2592,6337,149.0,360,0.0,Urban,Y
LP006971,Female,No,0,Graduate,Yes,6177,8146,119.0,120,1.0,Urban,N
LP006972,Male,Yes,0,Not Graduate,Yes,3220,2870,385.0,360,1.0,Semiurban,Y
LP006973,Male,Yes,2,Graduate,Yes,2382,9214,303.0,360,,Urban,N
LP006974,Female,Yes,0,Graduate,Yes,1623,6252,,360,0.0,Semiurban,Y
LP006975,Female,Yes,2,Graduate,No,4990,398,307.0,360,0.0,Rural,Y
LP006976,Male,Yes,1,Graduate,Yes,13286,3970,111.0,360,0.0,Rural,Y
LP006977,Female,No,0,Not Graduate,Yes,7297,8320,95.0,360,0.0,Semiurban,Y
LP006978,Male,Yes,1,Graduate,Yes,2102,9724,224.0,360,0.0,Urban,Y
LP006979,Male,No,0,Not Graduate,Yes,5331,6570,41.0,360,0.0,Semiurban,Y
LP006980,Male,Yes,1,Graduate,Yes,6960,1050,189.0,360,1.0,Semiurban,Y
LP006981,Male,Yes,2,Not Graduate,Yes,9996,2952,387.0,360,1.0,Urban,Y
LP006982,Male,Yes,1,Graduate,Yes,8446,343,176.0,360,0.0,Urban,Y
LP006983,Male,Yes,0,Graduate,Yes,4728,9616,241.0,120,,Urban,Y
LP006984,Female,Yes,2,Not Graduate,No,12851,603,379.0,360,0.0,Semiurban,N
LP006985,Male,Yes,0,Graduate,Yes,10943,9782,87.0,360,0.0,Urban,Y
LP006986,Male,Yes,2,Graduate,Yes,10628,7036,180.0,360,0.0,Urban,Y
LP006987,Male,Yes,1,Graduate,Yes,8008,4828,193.0,360,0.0,Rural,Y
LP006988,Male,Yes,1,Graduate,Yes,13409,5932,57.0,360,1.0,Semiurban,Y
LP006989,Female,Yes,3+,Graduate,Yes,3813,4251,355.0,360,0.0,Urban,N
LP006990,Male,No,2,Graduate,Yes,11823,6583,45.0,360,0.0,Urban,N
LP006991,Female,No,0,Graduate,Yes,12975,2148,273.0,360,0.0,Semiurban,Y
LP006992,Male,Yes,0,Graduate,Yes,4789,6044,318.0,360,0.0,Urban,Y
LP006993,Male,Yes,3+,Graduate,Yes,8496,747,302.0,360,0.0,Semiurban,Y
LP006994,Male,No,0,Graduate,Yes,6344,8691,266.0,360,0.0,Urban,Y
LP006995,Male,Yes,1,Not Graduate,Yes,3698,3356,30.0,360,0.0,Urban,Y
LP006996,Male,No,2,Graduate,Yes,10377,5188,257.0,360,0.0,Urban,N
LP006997,Male,Yes,2,Not Graduate,No,5735,5898,126.0,360,0.0,Urban,Y
LP006998,Male,No,2,Graduate,Yes,9746,385,353.0,360,0.0,Rural,Y
LP006999,Male,Yes,2,Graduate,Yes,4712,4233,332.0,360,0.0,Semiurban,Y
LP007000,Male,No,2,Graduate,Yes,5669,6246,20.0,360,0.0,Rural,N
LP007001,Male,Yes,3+,Graduate,Yes,4706,1735,,360,0.0,Semiurban,N
LP001002,Male,No,0,Graduate,No,5849,0,,360,1,Urban,Y
LP001003,Male,Yes,1,Graduate,No,4583,1508,128,360,1,Rural,N
LP001005,Male,Yes,0,Graduate,Yes,3000,0,66,360,1,Urban,Y
LP001006,Male,Yes,0,Not Graduate,No,2583,2358,120,360,1,Urban,Y
LP001008,Male,No,0,Graduate,No,6000,0,141,360,1,Urban,Y
LP001011,Male,Yes,2,Graduate,Yes,5417,4196,267,360,1,Urban,Y
LP001013,Male,Yes,0,Not Graduate,No,2333,1516,95,360,1,Urban,Y
LP001014,Male,Yes,3+,Graduate,No,3036,2504,158,360,0,Semiurban,N
LP001018,Male,Yes,2,Graduate,No,4006,1526,168,360,1,Urban,Y
LP001020,Male,Yes,1,Graduate,No,12841,10968,349,360,1,Semiurban,N
LP001024,Male,Yes,2,Graduate,No,3200,700,70,360,1,Urban,Y
LP001027,Male,Yes,2,Graduate,,2500,1840,109,360,1,Urban,Y
LP001028,Male,Yes,2,Graduate,No,3073,8106,200,360,1,Urban,Y
LP001029,Male,No,0,Graduate,No,1853,2840,114,360,1,Rural,N
LP001030,Male,Yes,2,Graduate,No,1299,1086,17,120,1,Urban,Y
LP001032,Male,No,0,Graduate,No,4950,0,125,360,1,Urban,Y
LP001034,Male,No,1,Not Graduate,No,3596,0,100,240,,Urban,Y
LP001036,Female,No,0,Graduate,No,3510,0,76,360,0,Urban,N
LP001038,Male,Yes,0,Not Graduate,No,4887,0,133,360,1,Rural,N
LP001041,Male,Yes,0,Graduate,,2600,3500,115,,1,Urban,Y
LP001043,Male,Yes,0,Not Graduate,No,7660,0,104,360,0,Urban,N
LP001046,Male,Yes,1,Graduate,No,5955,5625,315,360,1,Urban,Y
LP001047,Male,Yes,0,Not Graduate,No,2600,1911,116,360,0,Semiurban,N
LP001050,,Yes,2,Not Graduate,No,3365,1917,112,360,0,Rural,N
LP001052,Male,Yes,1,Graduate,,3717,2925,151,360,,Semiurban,N
LP001066,Male,Yes,0,Graduate,Yes,9560,0,191,360,1,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,2799,2253,122,360,1,Semiurban,Y
LP001073,Male,Yes,2,Not Graduate,No,4226,1040,110,360,1,Urban,Y
LP001086,Male,No,0,Not Graduate,No,1442,0,35,360,1,Urban,N
LP001087,Female,No,2,Graduate,,3750,2083,120,360,1,Semiurban,Y
LP001091,Male,Yes,1,Graduate,,4166,3369,201,360,,Urban,N
LP001095,Male,No,0,Graduate,No,3167,0,74,360,1,Urban,N
LP001097,Male,No,1,Graduate,Yes,4692,0,106,360,1,Rural,N
LP001098,Male,Yes,0,Graduate,No,3500,1667,114,360,1,Semiurban,Y
LP001100,Male,No,3+,Graduate,No,12500,3000,320,360,1,Rural,N
LP001106,Male,Yes,0,Graduate,No,2275,2067,,360,1,Urban,Y
LP001109,Male,Yes,0,Graduate,No,1828,1330,100,,0,Urban,N
LP001112,Female,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban,Y
LP001114,Male,No,0,Graduate,No,4166,7210,184,360,1,Urban,Y
LP001116,Male,No,0,Not Graduate,No,3748,1668,110,360,1,Semiurban,Y
LP001119,Male,No,0,Graduate,No,3600,0,80,360,1,Urban,N
LP001120,Male,No,0,Graduate,No,1800,1213,47,360,1,Urban,Y
LP001123,Male,Yes,0,Graduate,No,2400,0,75,360,,Urban,Y
LP001131,Male,Yes,0,Graduate,No,3941,2336,134,360,1,Semiurban,Y
LP001136,Male,Yes,0,Not Graduate,Yes,4695,0,96,,1,Urban,Y
LP001137,Female,No,0,Graduate,No,3410,0,88,,1,Urban,Y
LP001138,Male,Yes,1,Graduate,No,5649,0,44,360,1,Urban,Y
LP001144,Male,Yes,0,Graduate,No,5821,0,144,360,1,Urban,Y
LP001146,Female,Yes,0,Graduate,No,2645,3440,120,360,0,Urban,N
LP001151,Female,No,0,Graduate,No,4000,2275,144,360,1,Semiurban,Y
LP001155,Female,Yes,0,Not Graduate,No,1928,1644,100,360,1,Semiurban,Y
LP001157,Female,No,0,Graduate,No,3086,0,120,360,1,Semiurban,Y
LP001164,Female,No,0,Graduate,No,4230,0,112,360,1,Semiurban,N
